epoch,accuracy,loss,val_accuracy,val_loss
91,1.0,2.742018239132449e-07,0.6434937715530396,3.8642141819000244
92,1.0,2.5852966700767865e-07,0.64374840259552,3.8697543144226074
93,1.0,2.366471392178937e-07,0.6442577242851257,3.8834307193756104
94,1.0,2.1692027019071247e-07,0.64374840259552,3.8930137157440186
95,1.0,2.082490766497358e-07,0.64374840259552,3.9056737422943115
96,1.0,1.9477516843835474e-07,0.6442577242851257,3.912946939468384
97,1.0,1.8155513714646077e-07,0.6450216174125671,3.9226818084716797
98,1.0,1.7387496598075813e-07,0.6447669863700867,3.932854413986206
99,1.0,1.6413146397553646e-07,0.6452763080596924,3.938178777694702
100,1.0,1.557967124199422e-07,0.6447669863700867,3.960954189300537
101,1.0,1.5082935078680748e-07,0.6457855701446533,3.95971417427063
102,1.0,1.4495687139515212e-07,0.6445123553276062,3.970555543899536
103,1.0,1.402174945042134e-07,0.6442577242851257,3.981999158859253
104,1.0,1.363311668001188e-07,0.6450216174125671,3.9952268600463867
105,1.0,1.3283114697060228e-07,0.6450216174125671,4.002669334411621
106,1.0,1.2730940568417282e-07,0.6427298188209534,4.016894340515137
107,1.0,1.2538308169496304e-07,0.6455309391021729,4.023311138153076
108,1.0,1.229275170544497e-07,0.64374840259552,4.033828258514404
109,1.0,1.2147815198204626e-07,0.6445123553276062,4.037734508514404
110,1.0,1.1855973269803144e-07,0.6450216174125671,4.0455546379089355
111,1.0,1.1736069183143627e-07,0.6442577242851257,4.052055835723877
112,1.0,1.1596115001566432e-07,0.6432391405105591,4.068209648132324
113,1.0,1.1500619478965746e-07,0.6450216174125671,4.073154926300049
114,1.0,1.1432008051315279e-07,0.64680415391922,4.0719404220581055
115,1.0,1.131618674321544e-07,0.6445123553276062,4.078515529632568
116,1.0,1.1275452038717049e-07,0.6434937715530396,4.090721607208252
117,1.0,1.1224458518199754e-07,0.6440030336380005,4.095135688781738
118,1.0,1.121386432600957e-07,0.64374840259552,4.102811813354492
119,1.0,1.1137849753595219e-07,0.6424751877784729,4.112499237060547
120,1.0,1.1141094802269436e-07,0.64374840259552,4.107973575592041
121,1.0,1.1079106343458989e-07,0.64374840259552,4.111567974090576
122,1.0,1.1057750981535719e-07,0.6427298188209534,4.126358509063721
123,1.0,1.105758329345008e-07,0.6429844498634338,4.126202583312988
124,1.0,1.1035341174192581e-07,0.6429844498634338,4.133849620819092
125,1.0,1.1032374658270783e-07,0.6419658660888672,4.140417575836182
126,1.0,1.100748718840805e-07,0.6427298188209534,4.136961460113525
127,1.0,1.1000795296922661e-07,0.64374840259552,4.134573459625244
128,1.0,1.1013198530918089e-07,0.6434937715530396,4.142001628875732
129,1.0,1.0995110244493844e-07,0.6447669863700867,4.140066146850586
